PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
233,2026/5/16,05:54.8,4,4,"Saso, Tsubasa",1000422729,Left,WAS_EDA,"Okada, Keigo",1000338425,Left,MEI_MEI,Undefined,8,Top,1,3,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,128.9855,0.16911,2.992065,1848.933519,201.89294,12:45,1.678524,-0.685685,1.714039,-98.3993,15.1148,4.4309,0.742695,0.210413,116.60767,-6.98976,3.303017,0.481149,,,,,,,,,,,,0.2362,8.7829,0.607563,15.24,1.675479,-1.870143,-35.369648,-0.280773,0.038036,7.599194,-8.39236,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,896bb300-50dc-11f1-9189-39f1cca7bde1,126.0732,,,12.37783,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,05:54.8,2026-05-16T13:05:54.7760000+09:00,2026-05-16T04:05:54.7760000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,96a02c61-0cdd-45d6-96cf-9cc09dff6907,16.72458,-35.687185,3.799597,1.679884,0.069907,-4.19618,0.685742,-1.871732,0.019018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.48461,,0.829389,,-0.314988,0.648559,-0.253605,-0.36126,1.655138,0.063181,,,,-0.341568,35.822529,-3.284885,1.654853,1.346015,-3.169999,0.048367,-2.716111,1.755421,High,High,High,,,High,Medium,Low
234,2026/5/16,06:42.8,4,5,"Saso, Tsubasa",1000422729,Left,WAS_EDA,"Okada, Keigo",1000242813,Left,MEI_MEI,Undefined,8,Top,1,3,2,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,139.51998,0.761904,2.063188,1632.887493,121.811361,10:00,1.690946,-0.628624,1.927575,-62.6127,30.2517,-44.0755,1.278834,-0.489998,127.35532,-3.896636,-1.074875,0.43519,,,,,,,,,,,,24.2186,16.0854,0.584972,15.24,1.70432,-1.173348,-38.395252,0.290604,4.667254,7.838501,-6.706786,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,a60293d0-50dc-11f1-9189-39f1cca7bde1,139.38728,,,12.16466,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,06:42.8,2026-05-16T13:06:42.7901952+09:00,2026-05-16T04:06:42.7901952Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,23e28b01-8f2c-4f4d-b451-bb66c3af29fd,16.511983,-38.654059,3.919251,1.69107,0.512045,-3.353393,0.626257,-1.327449,2.333627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
235,2026/5/16,07:01.0,4,6,"Saso, Tsubasa",1000422729,Left,WAS_EDA,"Okada, Keigo",1000242813,Left,MEI_MEI,Undefined,8,Top,1,0,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,138.8836,-1.877175,2.41723,1899.028449,130.978109,10:15,1.693894,-0.645982,1.835317,-58.8304,35.5608,-37.6495,0.574989,-0.339671,127.84908,-6.212383,-0.249001,0.438753,,,,,,,,,,,,20.9903,20.4402,0.59072,15.24,1.64519,-1.432577,-38.200651,-1.46856,4.029406,7.305115,-5.882859,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,b0d56bc0-50dc-11f1-9189-39f1cca7bde1,138.25538,,,11.03453,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,07:01.0,2026-05-16T13:07:00.9621504+09:00,2026-05-16T04:07:00.9621504Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,cf330c51-880b-431c-9cae-5725a534903e,16.604653,-38.460729,3.652557,1.693745,-1.259118,-2.941429,0.644276,-1.576032,2.014703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
236,2026/5/16,07:17.7,1,1,"Matsumoto, Nao",1000422729,Right,MEI_MEI,"Sato, Kanya",1000242813,Left,WAS_EDA,Undefined,8,Bottom,1,1,2,TwoSeamFastBall,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,137.25463,-0.457124,2.332705,1559.922584,125.084285,10:15,1.697586,-0.65931,1.909545,-68.7136,26.2325,-33.6281,0.881884,-0.339711,127.18656,-5.507856,-0.059477,0.440041,47.07694,-67.195099,67.255146,,,,,0.872236,0.577606,52.426315,0.068746,19.0109,14.7301,0.608624,15.24,1.68317,-1.390692,-37.817716,-0.550023,3.602459,6.644243,-7.015378,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,bacfbe00-50dc-11f1-9189-39f1cca7bde1,137.8508,0.848178,,10.06806,,,,0.393989,0.848178,0.36241,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,07:17.7,2026-05-16T13:07:17.6964608+09:00,2026-05-16T04:07:17.6964608Z,GroundBall,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,b827f71b-603a-4969-a346-7f3141c34aa2,16.530935,-38.043846,3.322121,1.697826,-0.311262,-3.507689,0.658041,-1.513298,1.801229,,0.39348,2.00571,,,,,,,,0.851313,-12.338094,,,,,,,,0.361194,4.784281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
237,2026/5/16,07:51.7,1,2,"Matsumoto, Nao",1000422729,Right,MEI_MEI,"Sato, Kanya",1000242813,Left,WAS_EDA,Undefined,8,Bottom,1,1,2,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,130.66484,-0.422512,3.546424,1892.430984,162.484973,11:30,1.689272,-0.684604,1.771972,-97.0991,13.9363,-3.0241,0.598304,0.291542,117.0678,-7.52489,3.333524,0.475867,,,,,,,,,,,,4.728,8.8488,0.596178,15.24,1.67199,-2.202882,-35.781353,-0.638841,0.77106,8.42236,-8.363566,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,cf178b90-50dc-11f1-9189-39f1cca7bde1,127.47267,,,13.59704,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,07:51.7,2026-05-16T13:07:51.7067776+09:00,2026-05-16T04:07:51.7067776Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,a4eb96ea-1025-4a19-911d-790b0be96da3,16.666061,-36.115465,4.21118,1.690752,-0.307061,-4.181783,0.684172,-2.23347,0.38553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
238,2026/5/16,08:14.6,1,3,"Matsumoto, Nao",1000422729,Right,MEI_MEI,"Sato, Kanya",1000242813,Left,WAS_EDA,Undefined,8,Bottom,1,1,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,130.92043,-1.076213,1.848342,1783.027473,174.507782,11:45,1.674062,-0.6347,1.734336,-98.5554,12.2152,-0.7594,0.382594,-0.117054,117.5724,-8.257212,1.794831,0.475299,90.32153,48.641195,-163.401683,3528.553173,-32.770493,10.557919,-7.086579,44.025153,21.393735,-168.295821,3.171467,2.0558,8.3705,0.587391,15.24,1.639187,-1.154942,-35.901636,-1.061287,0.337466,8.490237,-8.43261,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,dcbf5570-50dc-11f1-9189-39f1cca7bde1,127.62494,13.740472,,13.34803,,,,0.779314,0.399051,0.133424,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,08:14.6,2026-05-16T13:08:14.6102272+09:00,2026-05-16T04:08:14.6102272Z,Popup,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,1b5e688e-69ae-4a53-a198-9a4629ef6db0,16.704469,-36.246308,4.245118,1.675323,-0.718955,-4.216305,0.634556,-1.168642,0.168733,23.064924,0.7791,-15.879663,-0.010317,0.502417,-0.263139,0.103894,-0.01951,0.000756,0.000121,0.39919,18.825548,-7.538099,0.698599,0.043115,-0.133927,0.060474,-0.012016,0.000907,0.13332,-4.731415,1.10142,-0.210966,-0.060261,0.081227,-0.033375,0.006269,-0.000454,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
239,2026/5/16,08:41.1,1,4,"Matsumoto, Nao",1000422729,Right,MEI_MEI,"Sato, Kanya",1000242813,Left,WAS_EDA,Undefined,8,Bottom,1,1,2,Slider,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,133.0626,-1.4175,2.475301,1787.62143,171.250422,11:45,1.694923,-0.627804,1.757721,-80.8142,23.1408,-3.0787,0.484233,0.043994,122.70246,-7.283001,2.258352,0.460445,,,,,,,,,,,,3.2304,13.7405,0.565588,15.24,1.653276,-1.566744,-36.580839,-1.220021,0.568123,6.761013,-7.390162,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,ec94fbd0-50dc-11f1-9189-39f1cca7bde1,131.74225,,,10.36013,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,08:41.1,2026-05-16T13:08:41.1480000+09:00,2026-05-16T04:08:41.1480000Z,,v3,,,,"Ogata, Mikito",1000326132,Right,WAS_EDA,b44fdd13-cc78-4ad2-8bd3-f798693656db,16.681876,-36.846368,3.380507,1.695492,-0.929782,-3.695081,0.627558,-1.589056,0.284061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.03614,3.00533,1.797274,1.208057,-0.348269,0.382313,-0.074686,-1.004339,1.812478,-0.326666,21.504246,1.77798,-16.52841,-0.995062,20.005914,-1.149858,1.830145,5.518268,-4.616735,-0.347391,-15.412674,1.684871,High,High,High,,,High,Medium,Medium
240,2026/5/16,10:39.0,1,5,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Sato, Kanya",1000326140,Left,WAS_EDA,Undefined,8,Bottom,1,1,2,Fastball,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,43e6cdf1-50dd-11f1-9189-39f1cca7bde1,,,,,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,10:39.0,2026-05-16T13:10:39.0000000+09:00,2026-05-16T04:10:39.0000000Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,43e6cdf0-50dd-11f1-9189-39f1cca7bde1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2026/5/16,10:45.3,1,6,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Sato, Kanya",1000326140,Left,WAS_EDA,Undefined,8,Bottom,1,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,135.58051,-0.435216,-0.481437,1312.313686,256.140544,2:30,1.665141,0.302582,1.765342,-89.0391,11.6787,34.0149,0.651346,0.506226,123.85734,-6.910349,1.920672,0.453219,,,,,,,,,,,,-17.6117,7.3416,-0.29291,15.24,1.647896,0.145572,-37.289066,-0.643818,-3.186168,7.717421,-8.478476,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,369895c0-50dd-11f1-9189-39f1cca7bde1,133.84266,,,11.72317,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,10:45.3,2026-05-16T13:10:45.3487616+09:00,2026-05-16T04:10:45.3487616Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,3ff2d252-1356-48e4-90b5-5d6993acdfea,16.674103,-37.584699,3.85871,1.666338,-0.319031,-4.239238,-0.300825,0.267625,-1.593084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
242,2026/5/16,10:58.2,2,1,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Ogata, Mikito",1000326140,Left,WAS_EDA,Undefined,8,Bottom,1,2,2,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.57638,0.31956,-0.301245,2244.163341,20.763344,6:45,1.649844,0.358656,1.805536,-123.5753,-9.7441,-4.9544,0.504473,0.223911,117.15047,-8.596652,-0.652326,0.48182,,,,,,,,,,,,2.3379,-4.1569,-0.350978,15.24,1.649231,0.205211,-34.867194,-0.278653,0.373374,6.167648,-10.470547,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,3e4ca180-50dd-11f1-9189-39f1cca7bde1,125.89751,,,9.42591,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,10:58.2,2026-05-16T13:10:58.2317568+09:00,2026-05-16T04:10:58.2317568Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,450aa3e4-1084-4691-af80-b4e8b975a8e7,16.634851,-35.113062,3.083824,1.652019,0.138746,-5.235274,-0.358862,0.190326,0.186687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
243,2026/5/16,11:19.3,2,2,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Ogata, Mikito",1000326140,Left,WAS_EDA,Undefined,8,Bottom,1,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,147.40743,-3.178918,-2.064445,2237.326741,216.627687,1:15,1.690506,0.220595,2.00385,-35.3753,47.4821,33.2508,0.447183,-0.023882,134.41842,-5.879816,0.314619,0.411074,,,,,,,,,,,,-18.9549,28.0993,-0.17891,15.24,1.622001,1.302115,-40.513783,-2.35189,-4.053268,9.003036,-3.797956,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,4ad1e460-50dd-11f1-9189-39f1cca7bde1,147.5645,,,12.98901,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,11:19.3,2026-05-16T13:11:19.3225728+09:00,2026-05-16T04:11:19.3225728Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,c88c1c52-81e7-4ce8-a57d-58e68ecb9fc6,16.435786,-40.778646,4.501518,1.689549,-2.240156,-1.898978,-0.218972,1.42136,-2.026634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
244,2026/5/16,11:33.9,2,3,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Ogata, Mikito",1000326140,Left,WAS_EDA,Undefined,8,Bottom,1,3,2,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,129.24079,0.656947,-0.75516,2292.03666,7.513485,6:15,1.634791,0.424,1.7314,-121.6503,-9.8194,-1.7934,0.604965,0.191497,117.76311,-8.125548,-0.881604,0.477569,,,,,,,,,,,,0.3222,-4.5253,-0.404474,15.24,1.642442,0.476669,-35.532025,-0.081918,0.052619,7.360011,-10.545769,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,538cffe0-50dd-11f1-9189-39f1cca7bde1,127.01841,,,11.47769,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,11:33.9,2026-05-16T13:11:33.9280384+09:00,2026-05-16T04:11:33.9280384Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,bf4c4f61-064c-4831-beb2-bb99348bfbfb,16.708629,-35.834942,3.680005,1.636881,0.352116,-5.272885,-0.424048,0.474503,0.02631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
245,2026/5/16,11:57.4,3,1,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Suda, Yuki",1000326140,Left,WAS_EDA,Undefined,8,Bottom,1,3,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,149.04908,-3.004585,-2.259135,2293.465895,216.265102,1:15,1.671282,0.322935,1.942091,-24.9078,57.4304,39.9599,0.578159,0.088645,134.60544,-4.973311,0.587645,0.409784,157.95276,0.652923,18.360295,1477.268108,,,,15.479201,15.084332,19.036534,0.362325,-22.6162,33.1834,-0.275328,15.24,1.60362,1.415126,-40.925352,-2.202641,-4.89197,9.904523,-2.628963,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,617b6fb0-50dd-11f1-9189-39f1cca7bde1,148.02909,0.592796,,14.44364,,,,0.358817,0.582539,-0.090029,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,11:57.4,2026-05-16T13:11:57.3699072+09:00,2026-05-16T04:11:57.3699072Z,GroundBall,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,4ca4c680-4d98-4afd-b428-c1c2b1f093d1,16.497401,-41.228539,4.952261,1.669813,-2.122166,-1.314482,-0.320938,1.564873,-2.445985,287.944356,0.360725,41.569365,-6.029446,,,,,,,0.583921,0.449128,-5.69771,,,,,,,-0.09104,13.856957,0.91515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
246,2026/5/16,12:26.4,3,2,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Suda, Yuki",1000326132,Left,WAS_EDA,Undefined,8,Bottom,2,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,148.84253,-1.513349,-1.508446,2332.868749,215.905023,1:15,1.701405,0.318895,1.852366,-30.2034,53.069,36.2954,0.972345,0.256355,134.4047,-3.851878,1.064413,0.412102,,,,,,,,,,,,-19.9934,29.4705,-0.285679,15.24,1.663843,0.891469,-40.908369,-1.167705,-4.321304,9.891182,-3.436988,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,72ce1920-50dd-11f1-9189-39f1cca7bde1,147.19644,,,14.43782,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,12:26.4,2026-05-16T13:12:26.4315904+09:00,2026-05-16T04:12:26.4315904Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,db342758-93e4-4761-993e-4abe3f8a4dea,16.587224,-41.232826,4.945591,1.700297,-1.054963,-1.718494,-0.317246,1.033219,-2.160652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
247,2026/5/16,12:42.0,3,3,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Suda, Yuki",1000326132,Left,WAS_EDA,Undefined,8,Bottom,2,0,1,ChangeUp,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,137.88965,0.501634,-0.783623,1158.802412,274.375485,3:15,1.661194,0.353971,1.832747,-96.265,-0.1689,41.0119,0.840199,0.542819,126.44224,-6.499987,2.123997,0.442698,,,,,,,,,,,,-21.5214,0.5742,-0.337802,15.24,1.666978,0.319346,-37.962546,-0.060544,-4.053264,7.684781,-9.698504,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,7c1cc210-50dd-11f1-9189-39f1cca7bde1,137.02348,,,11.44741,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,12:42.0,2026-05-16T13:12:42.0076032+09:00,2026-05-16T04:12:42.0076032Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,bfc19dc8-9124-4b52-8d3f-5e95b4942f64,16.607258,-38.238319,3.84239,1.662906,0.287493,-4.849252,-0.351872,0.4648,-2.026632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
248,2026/5/16,12:54.9,3,4,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Suda, Yuki",1000326132,Left,WAS_EDA,Undefined,8,Bottom,2,1,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,146.98889,-2.23514,-1.871048,2323.762672,201.111306,12:45,1.667312,0.295665,1.971578,-35.347,48.1723,17.5398,0.687511,-0.052884,133.97883,-4.935442,-0.618817,0.412713,151.5249,16.061254,27.005963,1409.97587,29.347602,7.218184,16.212425,80.604979,80.604979,32.094975,2.620246,-10.586,27.7151,-0.256357,15.24,1.617305,1.237443,-40.427828,-1.682217,-2.254157,8.962117,-3.905029,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,83cbebd0-50dd-11f1-9189-39f1cca7bde1,146.9787,7.660442,,13.01006,,,,0.454714,0.705004,0.053856,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,12:54.9,2026-05-16T13:12:54.9425152+09:00,2026-05-16T04:12:54.9425152Z,LineDrive,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,9f3a2a3d-3b1b-49ef-9c86-f5658bd58ae4,16.468136,-40.699173,4.481059,1.666447,-1.563985,-1.952515,-0.294856,1.305692,-1.127078,234.609624,0.454715,36.036911,-5.868123,1.211603,-0.262603,0.053654,-0.010654,0.001592,-0.000114,0.705004,11.64487,-5.238577,0.349606,-0.047766,0.005418,0.000516,-0.000189,1.60E-05,0.053855,18.366445,-0.792835,-0.059181,0.050926,-0.018191,0.004764,-0.000799,6.30E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
249,2026/5/16,13:45.6,4,1,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Yuasa, Ousuke",1000242777,Right,WAS_EDA,Undefined,8,Bottom,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,128.06602,-0.431111,-1.644783,2309.770134,327.220051,5:00,1.661872,0.347379,1.857033,-114.7768,-5.0283,5.1425,0.392509,-0.065034,119.4525,-8.716831,-1.279352,0.473101,,,,,,,,,,,,-3.6959,-1.5389,-0.309086,15.24,1.644365,0.991889,-35.299028,-0.691405,-0.609597,5.846773,-10.060473,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,a20e0ba0-50dd-11f1-9189-39f1cca7bde1,128.21786,,,8.61351,,,,,,,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,13:45.6,2026-05-16T13:13:45.6189440+09:00,2026-05-16T04:13:45.6189440Z,,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,ed288339-94bd-49b0-adee-9893dc684730,16.583774,-35.520907,2.923387,1.663359,-0.30962,-5.030237,-0.347167,1.015023,-0.304799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
250,2026/5/16,14:02.7,4,2,"Matsumoto, Nao",1000329771,Right,MEI_MEI,"Yuasa, Ousuke",1000242777,Right,WAS_EDA,Undefined,8,Bottom,2,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,144.60375,-1.448875,-2.522118,2317.539336,200.173581,12:45,1.669842,0.26929,1.957085,-38.5662,47.6208,16.4917,0.877752,-0.272902,132.13546,-4.379135,-1.346751,0.419252,96.53292,4.544797,47.809544,2525.509838,,,,16.430489,15.7493,49.515853,0.636562,-10.4248,26.7602,-0.215307,15.24,1.636145,1.674609,-39.778812,-1.12359,-2.156754,8.401224,-4.270348,WAS_EDA,MEI_MEI,JinguStadium,TeamExclusive,Team,20260516-JinguStadium-1,ac30a660-50dd-11f1-9189-39f1cca7bde1,144.68611,1.06544,,12.46829,,,,0.30655,0.865716,0.285017,afea34c9-bccf-4802-9e54-9cdb203d754b,2026/5/16,14:02.7,2026-05-16T13:14:02.6825216+09:00,2026-05-16T04:14:02.6825216Z,GroundBall,v3,,,,"Fukuhara, Seiya",1000242807,Right,MEI_MEI,e5e0665a-c122-4c30-9aeb-61dcd6d40303,16.482645,-40.040397,4.200612,1.66906,-0.990626,-2.135174,-0.268494,1.741763,-1.078377,282.595097,0.30655,17.95211,-2.834722,0.393216,-0.346642,0.941971,-1.626058,1.436755,-0.514223,0.865716,2.124778,-5.71946,0.436377,-0.171451,0.361057,-0.606468,0.536034,-0.192174,0.285017,19.804934,-0.974256,-0.028078,0.231723,-0.808729,1.421273,-1.266796,0.45625,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
